Td 	 Time	ELECTRICITY	GASOLINE	DIESEL	BIOETHANOL	BIODIESEL	LFO	NG	SLF	SNG	WET_BIOMASS	COAL	URANIUM	WASTE	H2	ELEC_EXPORT	CO2_EMISSIONS	RES_WIND	RES_SOLAR	RES_HYDRO	RES_GEO	CO2_ATM	CO2_INDUSTRY	CO2_CAPTURED	WOOD	WOOD1	WOOD2	WOOD3	WOOD4	WOOD5	WOOD6	WOOD7	WOOD8	WOOD9	WOOD10	NUCLEAR	CCGT	COAL_US	COAL_IGCC	PV	WIND_ONSHORE	WIND_OFFSHORE	HYDRO_RIVER	GEOTHERMAL	Biomass_power_only	IND_COGEN_GAS	IND_COGEN_WOOD	IND_COGEN_WASTE	IND_BOILER_GAS	IND_BOILER_WOOD	IND_BOILER_OIL	IND_BOILER_COAL	IND_BOILER_WASTE	IND_DIRECT_ELEC	DHN_HP_ELEC	DHN_COGEN_GAS	DHN_COGEN_WOOD	DHN_COGEN_WET_BIOMASS	DHN_COGEN_BIO_HYDROLYSIS	DHN_COGEN_WASTE	DHN_BOILER_GAS	DHN_BOILER_WOOD	DHN_BOILER_OIL	DHN_DEEP_GEO	DHN_SOLAR	DEC_HP_ELEC	DEC_THHP_GAS	DEC_COGEN_GAS	DEC_COGEN_OIL	DEC_ADVCOGEN_GAS	DEC_ADVCOGEN_H2	DEC_BOILER_GAS	DEC_BOILER_WOOD	DEC_BOILER_OIL	DEC_SOLAR	DEC_DIRECT_ELEC	TRAMWAY_TROLLEY	BUS_COACH_DIESEL	BUS_COACH_HYDIESEL	BUS_COACH_CNG_STOICH	BUS_COACH_FC_HYBRIDH2	TRAIN_PUB	CAR_GASOLINE	CAR_DIESEL	CAR_NG	CAR_HEV	CAR_PHEV	CAR_BEV	CAR_FUEL_CELL	TRAIN_FREIGHT	BOAT_FREIGHT_DIESEL	BOAT_FREIGHT_NG	TRUCK_DIESEL	TRUCK_FUEL_CELL	TRUCK_NG	TRUCK_ELEC	NON_ENERGY_NG	NON_ENERGY_OIL	EFFICIENCY	DHN	GRID	MOTORWAYS	ROADS	RAILWAYS	H2_ELECTROLYSIS	H2_NG	H2_BIOMASS	GASIFICATION_SNG	PYROLYSIS	ATM_CCS	INDUSTRY_CCS	SYN_METHANOLATION	SYN_METHANATION	BIOMETHANATION	BIO_HYDROLYSIS	METHANE_TO_METHANOL	SLF_TO_DIESEL	SLF_TO_GASOLINE	SLF_TO_LFO	SLF_biomass_gasif	SLF_biomass_gasif_H2	SLF_pyrolysis_upgrade_2	SLF_pyrolysis_upgrade_2b	Cellulosic_ethanol	GASIFICATION_SNG_H2	PHS_Pin	PHS_Pout	BATT_LI_Pin	BATT_LI_Pout	BEV_BATT_Pin	BEV_BATT_Pout	PHEV_BATT_Pin	PHEV_BATT_Pout	TS_DEC_HP_ELEC_Pin	TS_DEC_HP_ELEC_Pout	TS_DEC_DIRECT_ELEC_Pin	TS_DEC_DIRECT_ELEC_Pout	TS_DHN_DAILY_Pin	TS_DHN_DAILY_Pout	TS_DHN_SEASONAL_Pin	TS_DHN_SEASONAL_Pout	TS_DEC_THHP_GAS_Pin	TS_DEC_THHP_GAS_Pout	TS_DEC_COGEN_GAS_Pin	TS_DEC_COGEN_GAS_Pout	TS_DEC_COGEN_OIL_Pin	TS_DEC_COGEN_OIL_Pout	TS_DEC_ADVCOGEN_GAS_Pin	TS_DEC_ADVCOGEN_GAS_Pout	TS_DEC_ADVCOGEN_H2_Pin	TS_DEC_ADVCOGEN_H2_Pout	TS_DEC_BOILER_GAS_Pin	TS_DEC_BOILER_GAS_Pout	TS_DEC_BOILER_WOOD_Pin	TS_DEC_BOILER_WOOD_Pout	TS_DEC_BOILER_OIL_Pin	TS_DEC_BOILER_OIL_Pout	TS_HIGH_TEMP_Pin	TS_HIGH_TEMP_Pout	SEASONAL_NG_Pin	SEASONAL_NG_Pout	SEASONAL_H2_Pin	SEASONAL_H2_Pout	CO2_STORAGE_Pin	CO2_STORAGE_Pout	SLF_STO_Pin	SLF_STO_Pout	END_USE	
 1 	 1																-5.587268						0.000000														2.557349													0.485722		1.359148	0.502556																																																					0.041059								0.641435																																																						0.000000	
 1 	 2																-5.608164						0.000000														2.557349													0.485722		1.523059	0.384175																																																					0.016423								0.641435																																																						0.000000	
 1 	 3																-6.321024						0.000000														2.557349													0.485722		1.523059	0.384175																																																					0.729284								0.641435																																																						0.000000	
 1 	 4																-6.547156						0.000000														2.557349													0.485722		1.523059	0.384175																																																					0.955416								0.641435																																																						0.000000	
 1 	 5																-6.547156						0.000000														2.557349													0.485722		1.523059	0.384175																																																					0.955416								0.641435																																																						0.000000	
 1 	 6																-6.547156						0.000000														2.557349													0.485722		1.523059	0.384175																																																					0.955416								0.641435																																																						0.000000	
 1 	 7																-6.469142						0.000000														2.557349													0.485722		1.242209	0.587012																																																					0.955416								0.641435																																																						0.000000	
 1 	 8																-6.547156						0.000000														2.557349													0.485722		1.523059	0.384175																																																					0.955416								0.641435																																																						0.000000	
 1 	 9																-6.547156						0.000000														2.557349													0.485722		1.523059	0.384175																																																					0.955416								0.641435																																																						0.000000	
 1 	 10																-6.469142						0.000000														2.557349													0.485722		1.242209	0.587012																																																					0.955416								0.641435																																																						0.000000	
 1 	 11																-6.547156						0.000000														2.557349													0.485722		1.523059	0.384175																																																					0.955416								0.641435																																																						0.000000	
 1 	 12																-6.469142						0.000000														2.557349													0.485722		1.242209	0.587012																																																					0.955416								0.641435																																																						0.000000	
 1 	 13																-6.547156						0.000000														2.557349													0.485722		1.523059	0.384175																																																					0.955416								0.641435																																																						0.000000	
 1 	 14																-6.469142						0.000000														2.557349													0.485722		1.242209	0.587012																																																					0.955416								0.641435																																																						0.000000	
 1 	 15																-6.547156						0.000000														2.557349													0.485722		1.523059	0.384175																																																					0.955416								0.641435																																																						0.000000	
 1 	 16																-6.469142						0.000000														2.557349													0.485722		1.242209	0.587012																																																					0.955416								0.641435																																																						0.000000	
 1 	 17																-6.469142						0.000000														2.557349													0.485722		1.242209	0.587012																																																					0.955416								0.641435																																																						0.000000	
 1 	 18																-6.469142						0.000000														2.557349													0.485722		1.242209	0.587012																																																					0.955416								0.641435																																																						0.000000	
 1 	 19																-6.469142						0.000000														2.557349													0.485722		1.242209	0.587012																																																					0.955416								0.641435																																																						0.000000	
 1 	 20																-6.129607						0.000000														2.557349													0.485722		1.242209	0.587012																																																					0.615880								0.641435																																																						0.000000	
 1 	 21																-6.547156						0.000000														2.557349													0.485722		1.523059	0.384175																																																					0.955416								0.641435																																																						0.000000	
 1 	 22																-6.547156						0.000000														2.557349													0.485722		1.523059	0.384175																																																					0.955416								0.641435																																																						0.000000	
 1 	 23																-5.677961						0.000000														2.557349													0.485722		1.242209	0.587012																																																					0.164235								0.641435																																																						0.000000	
 1 	 24																-6.547156						0.000000														2.557349													0.485722		1.523059	0.384175																																																					0.955416								0.641435																																																						0.000000	
 2 	 1																-5.554785						0.000000														2.557349													0.485722		1.242209	0.587012																																																					0.041059								0.641435																																																						0.000000	
 2 	 2																-4.966728						0.000000														2.557349													0.485722		1.523059	0.384175																																																					0.016423								0.000000																																																						0.000000	
 2 	 3																-5.601575						0.000000														2.557349													0.485722		1.242209	0.587012																																																					0.729284								0.000000																																																						0.000000	
 2 	 4																-5.827707						0.000000														2.557349													0.485722		1.242209	0.587012																																																					0.955416								0.000000																																																						0.000000	
 2 	 5																-5.827707						0.000000														2.557349													0.485722		1.242209	0.587012																																																					0.955416								0.000000																																																						0.000000	
 2 	 6																-5.827707						0.000000														2.557349													0.485722		1.242209	0.587012																																																					0.955416								0.000000																																																						0.000000	
 2 	 7																-5.905721						0.000000														2.557349													0.485722		1.523059	0.384175																																																					0.955416								0.000000																																																						0.000000	
 2 	 8																-5.291230						0.000000														2.020872													0.485722		1.242209	0.587012																																																					0.955416								0.000000																																																						0.000000	
 2 	 9																-4.324107						0.000000														0.975735													0.485722		1.523059	0.384175																																																					0.955416								0.000000																																																						0.000000	
